
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,ReferenceFrame,Time,Type,FilamentID,ID,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000016,160700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000017,170700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000018,180700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000019,190700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000020,200700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000021,210700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000022,220700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000023,230700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000024,240700000000,
Spine Part Length Head,1.17291,um,Spine,,Spine Part Length,0,,,,,1,,100000025,250700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000026,260700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000027,270700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000028,280700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000029,290700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000030,300700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000031,310700000000,
Spine Part Length Head,0.0946292,um,Spine,,Spine Part Length,0,,,,,1,,100000032,320700000000,
Spine Part Length Neck,0.834638,um,Spine,,Spine Part Length,0,,,,,1,,100000001,10700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000002,20700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000003,30700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000004,40700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000005,50700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000006,60700000000,
Spine Part Length Neck,0.991417,um,Spine,,Spine Part Length,0,,,,,1,,100000007,70700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000008,80700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000009,90700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000010,100700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000011,110700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000012,120700000000,
Spine Part Length Neck,0.952258,um,Spine,,Spine Part Length,0,,,,,1,,100000013,130700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000014,140700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000015,150700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000016,160700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000017,170700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000018,180700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000019,190700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000020,200700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000021,210700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000022,220700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000023,230700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000024,240700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000025,250700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000026,260700000000,
Spine Part Length Neck,1.07791,um,Spine,,Spine Part Length,0,,,,,1,,100000027,270700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000028,280700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000029,290700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000030,300700000000,
Spine Part Length Neck,1.01324,um,Spine,,Spine Part Length,0,,,,,1,,100000031,310700000000,
Spine Part Length Neck,0,um,Spine,,Spine Part Length,0,,,,,1,,100000032,320700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000001,10700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000002,20700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000003,30700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000004,40700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000005,50700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000006,60700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000007,70700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000008,80700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000009,90700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000010,100700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000011,110700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000012,120700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000013,130700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000014,140700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000015,150700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000016,160700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000017,170700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000018,180700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000019,190700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000020,200700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000021,210700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000022,220700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000023,230700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000024,240700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000025,250700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000026,260700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000027,270700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000028,280700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000029,290700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000030,300700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000031,310700000000,
Spine Part Max Diameter Ground,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000032,320700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000001,10700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000002,20700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000003,30700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000004,40700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000005,50700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000006,60700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000007,70700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000008,80700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000009,90700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000010,100700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000011,110700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000012,120700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000013,130700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000014,140700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000015,150700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000016,160700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000017,170700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000018,180700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000019,190700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000020,200700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000021,210700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000022,220700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000023,230700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000024,240700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000025,250700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000026,260700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000027,270700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000028,280700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000029,290700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000030,300700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000031,310700000000,
Spine Part Max Diameter Head,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000032,320700000000,
Spine Part Max Diameter Neck,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000001,10700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000002,20700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000003,30700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000004,40700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000005,50700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000006,60700000000,
Spine Part Max Diameter Neck,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000007,70700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000008,80700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000009,90700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000010,100700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000011,110700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000012,120700000000,
Spine Part Max Diameter Neck,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000013,130700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000014,140700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000015,150700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000016,160700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000017,170700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000018,180700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000019,190700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000020,200700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000021,210700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000022,220700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000023,230700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000024,240700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000025,250700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000026,260700000000,
Spine Part Max Diameter Neck,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000027,270700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000028,280700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000029,290700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000030,300700000000,
Spine Part Max Diameter Neck,0.189258,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000031,310700000000,
Spine Part Max Diameter Neck,0,um,Spine,,Spine Part Max Diameter,0,,,,,1,,100000032,320700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000001,10700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000002,20700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000003,30700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000004,40700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000005,50700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000006,60700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000007,70700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000008,80700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000009,90700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000010,100700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000011,110700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000012,120700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000013,130700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000014,140700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000015,150700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000016,160700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000017,170700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000018,180700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000019,190700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000020,200700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000021,210700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000022,220700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000023,230700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000024,240700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000025,250700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000026,260700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000027,270700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000028,280700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000029,290700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000030,300700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000031,310700000000,
Spine Part Mean Diameter Ground,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000032,320700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000001,10700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000002,20700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000003,30700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000004,40700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000005,50700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000006,60700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000007,70700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000008,80700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000009,90700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000010,100700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000011,110700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000012,120700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000013,130700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000014,140700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000015,150700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000016,160700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000017,170700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000018,180700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000019,190700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000020,200700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000021,210700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000022,220700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000023,230700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000024,240700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000025,250700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000026,260700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000027,270700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000028,280700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000029,290700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000030,300700000000,
Spine Part Mean Diameter Head,0.189258,um,Spine,,Spine Part Mean Diameter,0,,,,,1,,100000031,310700000000,
